output,error_type,driver,active,cv_pct,r,n,n_eff,p_naive,p_eff,abs_r,sig_naive,sig_eff,q_eff,sig_fdr
Stage2.M13,bias,Machine3.Zone1Temperature,hayir,0.1,-0.0549,13892,161.2,0.0,0.4895,0.0549,True,False,0.6876,False
Stage2.M13,bias,Machine3.Zone2Temperature,hayir,0.15,-0.0247,13892,4571.1,0.003626,0.0953,0.0247,True,False,0.2563,False
Stage2.M13,bias,Machine3.MotorRPM,evet,3.28,-0.6194,13892,17.9,0.0,0.0052,0.6194,True,False,0.0358,False
Stage2.M13,bias,Machine3.ExitZoneTemperature,hayir,0.1,-0.0323,13892,290.1,0.000142,0.5844,0.0323,True,False,0.754,False
Stage2.M13,bias,Combiner.Temperature3,hayir,0.15,0.0112,13892,2708.9,0.186362,0.5597,0.0112,False,False,0.744,False
Stage2.M13,bias,Machine4.Temperature1,hayir,0.64,-0.0501,13892,1256.0,0.0,0.076,0.0501,True,False,0.2203,False
Stage2.M13,bias,Machine4.Temperature2,hayir,0.82,-0.0362,13892,1566.4,1.9e-05,0.1517,0.0362,True,False,0.3384,False
Stage2.M13,bias,Machine4.Pressure,evet,5.46,0.3585,13892,39.5,0.0,0.0235,0.3585,True,True,0.0985,False
Stage2.M13,bias,Machine4.Temperature3,evet,1.15,0.4802,13892,17.8,0.0,0.0439,0.4802,True,False,0.1488,False
Stage2.M13,bias,Machine4.Temperature5,hayir,0.92,0.4457,13892,18.8,0.0,0.0569,0.4457,True,False,0.1797,False
Stage2.M13,bias,Machine5.Temperature1,hayir,0.01,-0.0528,13892,2335.5,0.0,0.0107,0.0528,True,True,0.0584,False
Stage2.M13,bias,Machine5.Temperature2,hayir,0.02,-0.0174,13892,1780.9,0.040507,0.4636,0.0174,True,False,0.6754,False
Stage2.M13,bias,Machine5.Temperature3,hayir,0.38,0.234,13892,27.6,0.0,0.2366,0.234,True,False,0.4342,False
Stage2.M13,bias,Machine5.Temperature4,hayir,0.66,0.5647,13892,19.0,0.0,0.0105,0.5647,True,False,0.0582,False
Stage2.M13,bias,Machine5.Temperature5,hayir,0.04,-0.0169,13892,1705.2,0.046309,0.4854,0.0169,True,False,0.6853,False
Stage2.M13,bias,Machine5.Temperature6,hayir,0.63,0.3352,13892,26.0,0.0,0.0945,0.3352,True,False,0.2556,False
Stage2.M14,bias,Machine1.Zone1Temperature,hayir,0.09,0.0044,13171,84.3,0.613287,0.9683,0.0044,False,False,0.9847,False
Stage2.M14,bias,Machine1.Zone2Temperature,hayir,0.56,-0.0477,13171,1027.8,0.0,0.1267,0.0477,True,False,0.2982,False
Stage2.M14,bias,Machine1.MotorRPM,evet,5.74,-0.3115,13171,27.4,0.0,0.1119,0.3115,True,False,0.2818,False
Stage2.M14,bias,Machine1.ExitZoneTemperature,evet,2.71,-0.1336,13171,31.4,0.0,0.4741,0.1336,True,False,0.6789,False
Stage2.M14,bias,Machine2.Zone1Temperature,hayir,0.08,-0.0419,13171,361.6,1e-06,0.427,0.0419,True,False,0.6419,False
Stage2.M14,bias,Machine2.Zone2Temperature,hayir,0.16,-0.0383,13171,749.0,1.1e-05,0.2954,0.0383,True,False,0.5089,False
Stage2.M14,bias,Machine2.MotorRPM,hayir,0.21,-0.0043,13171,13171.0,0.623077,0.6231,0.0043,False,False,0.7805,False
Stage2.M14,bias,Machine2.ExitZoneTemperature,hayir,0.27,-0.0136,13171,13171.0,0.118019,0.118,0.0136,False,False,0.2902,False
Stage2.M14,bias,Machine3.Zone1Temperature,hayir,0.1,-0.0144,13171,302.1,0.097412,0.8027,0.0144,False,False,0.8805,False
Stage2.M14,bias,Machine3.Zone2Temperature,hayir,0.15,0.0122,13171,4903.7,0.16025,0.3916,0.0122,False,False,0.6058,False
Stage2.M14,bias,Machine3.MotorRPM,evet,3.28,0.2981,13171,29.3,0.0,0.1148,0.2981,True,False,0.287,False
Stage2.M14,bias,Machine3.ExitZoneTemperature,hayir,0.1,-0.0126,13171,487.8,0.149608,0.7822,0.0126,False,False,0.8672,False
Stage2.M14,bias,Combiner.Temperature3,hayir,0.15,0.0094,13171,3073.9,0.278195,0.6005,0.0094,False,False,0.7666,False
Stage2.M14,bias,Machine4.Temperature1,hayir,0.64,-0.0281,13171,1322.1,0.001254,0.3072,0.0281,True,False,0.5192,False
Stage2.M14,bias,Machine4.Temperature2,hayir,0.82,-0.0056,13171,2099.6,0.518892,0.7969,0.0056,False,False,0.8773,False
Stage2.M14,bias,Machine4.Pressure,evet,5.46,-0.2678,13171,64.2,0.0,0.0318,0.2678,True,True,0.1169,False
Stage2.M14,bias,Machine4.Temperature3,evet,1.15,-0.3687,13171,30.3,0.0,0.0433,0.3687,True,True,0.1476,False
Stage2.M14,bias,Machine4.Temperature5,hayir,0.92,-0.3268,13171,32.3,0.0,0.0664,0.3268,True,False,0.2044,False
Stage2.M14,bias,Machine5.Temperature1,hayir,0.01,0.0125,13171,2809.2,0.152692,0.5091,0.0125,False,False,0.7006,False
Stage2.M14,bias,Machine5.Temperature2,hayir,0.02,-0.0156,13171,1412.8,0.073032,0.5575,0.0156,False,False,0.744,False
Stage2.M14,bias,Machine5.Temperature3,hayir,0.38,-0.0673,13171,47.1,0.0,0.6545,0.0673,True,False,0.795,False
Stage2.M14,bias,Machine5.Temperature4,hayir,0.66,-0.305,13171,30.4,0.0,0.0991,0.305,True,False,0.2598,False
Stage2.M14,bias,Machine5.Temperature5,hayir,0.04,-0.0017,13171,1276.7,0.843026,0.9509,0.0017,False,False,0.9803,False
Stage2.M14,bias,Machine5.Temperature6,hayir,0.63,-0.3208,13171,33.7,0.0,0.0655,0.3208,True,False,0.2026,False
